"TestSize","RunTime","SolutionsFound"  
246,1,3
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,1,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,1,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,1,0
270,0,1
271,0,1
272,0,1
273,0,1
274,0,1
275,0,1
276,1,1
277,0,1
278,0,1
279,0,1
280,0,1
281,0,2
282,1,2
283,0,2
284,0,2
285,0,2
286,0,2
287,0,2
288,1,2
289,0,2
290,0,2
291,0,2
292,0,2
293,1,2
294,0,1
295,0,1
296,0,1
297,0,1
298,1,1
299,0,1
300,0,1
301,0,1
302,0,1
303,1,1
304,0,3
305,0,3
306,0,3
307,1,3
308,0,1
309,0,1
310,0,1
311,1,1
312,0,0
313,0,0
314,0,0
315,1,0
316,0,2
317,0,2
318,0,2
319,1,2
320,0,5
321,0,5
322,1,5
323,0,1
324,0,1
325,1,1
326,0,0
327,0,0
328,0,0
329,1,0
330,0,1
331,0,1
332,1,1
333,0,1
334,0,1
335,1,1
336,0,5
337,0,5
338,0,5
339,1,5
340,0,3
341,0,3
342,1,3
343,0,1
344,0,1
345,1,1
346,0,1
347,0,1
348,1,1
349,0,2
350,0,2
351,1,2
352,0,1
353,0,1
354,1,1
355,0,1
356,0,1
357,1,1
358,0,5
359,0,5
360,1,5
361,0,4
362,1,4
363,0,7
364,1,7
365,0,5
366,0,5
367,1,5
368,0,4
369,1,4
370,0,4
371,0,4
372,1,4
373,0,4
374,1,4
375,0,2
376,0,2
377,1,2
378,0,4
379,1,4
380,0,3
381,0,3
382,1,3
383,0,2
384,1,2
385,0,3
386,1,3
387,0,0
388,1,0
389,0,1
390,1,1
391,0,6
392,1,6
393,0,4
394,0,4
395,1,4
396,0,6
397,1,6
398,0,2
399,1,2
400,0,1
401,1,2
402,0,9
403,1,9
404,0,3
405,1,3
406,0,2
407,1,2
408,1,3
409,0,6
410,1,6
411,0,6
412,1,6
413,0,4
414,1,4
415,0,4
416,1,4
417,0,6
418,1,6
419,0,4
420,1,4
421,1,5
422,0,4
423,1,4
424,0,3
425,1,3
426,0,7
427,1,7
428,1,2
429,0,0
430,1,0
431,0,6
432,1,6
433,1,5
434,0,6
435,1,6
436,0,5
437,1,5
438,1,5
439,0,5
440,1,5
441,1,3
442,0,1
443,1,1
444,1,4
445,0,9
446,1,9
447,1,6
448,0,7
449,1,7
450,1,4
451,0,5
452,1,5
453,1,4
454,0,2
455,1,2
456,1,5
457,0,4
458,1,4
459,1,4
460,1,6
461,0,5
462,1,5
463,1,6
464,1,9
465,0,4
466,1,4
467,1,5
468,1,3
469,0,8
470,1,8
471,1,9
472,1,10
473,1,7
474,0,7
475,1,7
476,1,5
477,1,10
478,1,5
479,0,9
480,1,9
481,1,6
482,1,6
483,1,9
484,1,9
485,0,5
486,1,5
487,1,8
488,1,4
489,1,7
490,1,7
491,1,12
492,1,7
493,0,7
494,1,7
495,1,6
496,1,8
497,1,12
498,1,3
499,1,6
500,1,6
501,1,5
502,1,9
503,1,7
504,1,11
505,1,9
506,1,8
507,0,12
508,1,12
509,1,7
510,1,6
511,1,6
512,1,6
513,1,10
514,1,7
515,1,9
516,1,8
517,2,5
518,1,7
519,1,8
520,1,7
521,1,11
522,1,5
523,1,12
524,1,6
525,1,9
526,1,6
527,1,9
528,1,5
529,1,11
530,1,14
531,2,11
532,1,15
533,1,10
534,1,8
535,1,11
536,1,5
537,1,13
538,1,14
539,2,12
540,1,14
541,1,9
542,1,11
543,1,10
544,2,12
545,1,9
546,1,18
547,1,9
548,1,11
549,2,12
550,1,17
551,1,5
552,1,15
553,2,10
554,1,9
555,1,13
556,1,12
557,2,12
558,1,10
559,1,12
560,2,11
561,1,11
562,1,7
563,2,13
564,1,9
565,1,10
566,2,7
567,1,6
568,1,16
569,2,10
570,1,10
571,1,8
572,2,12
573,1,11
574,2,7
575,1,11
576,1,16
577,2,8
578,1,23
579,2,15
580,1,11
581,2,13
582,1,10
583,2,16
584,1,10
585,2,6
586,1,18
587,2,11
588,1,12
589,2,18
590,1,9
591,2,16
592,1,14
593,2,10
594,1,15
595,2,15
596,1,12
597,2,19
598,2,13
599,1,17
600,2,11
601,1,19
602,2,16
603,2,14
604,1,15
605,2,14
606,2,19
607,1,12
608,2,8
609,2,10
610,1,12
611,2,11
612,2,13
613,1,13
614,2,13
615,2,16
616,2,12
617,1,14
618,2,15
619,2,17
620,2,14
621,1,18
622,2,13
623,2,16
624,2,11
625,2,13
626,1,23
627,2,12
628,2,14
629,2,14
630,2,18
631,2,21
632,2,19
633,1,13
634,2,29
635,2,19
636,2,12
637,2,8
638,2,14
639,2,15
640,2,18
641,2,15
642,2,17
643,2,14
644,2,18
645,2,15
646,2,23
647,2,21
648,2,16
649,2,12
650,2,25
651,2,20
652,2,10
653,2,15
654,2,12
655,2,21
656,2,21
657,2,17
658,2,26
659,3,16
660,2,17
661,2,18
662,2,18
663,2,19
664,2,23
665,2,23
666,3,22
667,2,16
668,2,18
669,2,20
670,3,15
671,2,21
672,2,18
673,2,28
674,3,13
675,2,15
676,2,17
677,2,17
678,3,21
679,2,25
680,2,20
681,3,14
682,2,15
683,3,19
684,2,22
685,2,21
686,3,23
687,2,27
688,2,23
689,3,21
690,2,22
691,3,19
692,2,24
693,3,22
694,2,18
695,3,25
696,2,29
697,3,23
698,2,16
699,3,18
700,2,20
701,3,12
702,3,24
703,2,25
704,3,24
705,2,29
706,3,22
707,3,19
708,2,24
709,3,25
710,3,23
711,2,16
712,3,23
713,3,15
714,2,31
715,3,37
716,3,20
717,2,28
718,3,23
719,3,16
720,3,27
721,2,18
722,3,21
723,3,24
724,3,29
725,3,22
726,2,27
727,3,21
728,3,32
729,3,27
730,3,25
731,3,18
732,3,29
733,3,22
734,3,25
735,3,24
736,3,19
737,3,12
738,3,30
739,3,13
740,3,37
741,3,22
742,3,39
743,3,34
744,3,17
745,3,34
746,3,19
747,3,19
748,3,28
749,3,21
750,3,37
751,3,24
752,4,24
753,3,26
754,3,21
755,3,20
756,3,37
757,4,25
758,3,27
759,3,25
760,3,34
761,4,27
762,3,31
763,3,34
764,4,34
765,3,27
766,3,36
767,4,41
768,3,28
769,3,45
770,4,26
771,3,33
772,4,25
773,3,28
774,3,24
775,4,28
776,3,32
777,4,28
778,3,32
779,4,29
780,3,30
781,4,29
782,4,36
783,3,30
784,4,26
785,3,25
786,4,21
787,4,28
788,3,35
789,4,37
790,3,43
791,4,30
792,4,31
793,4,32
794,3,38
795,4,24
796,4,39
797,3,46
798,4,33
799,4,29
800,4,35
801,4,30
802,4,25
803,3,30
804,4,30
805,4,37
806,4,37
807,4,31
808,4,23
809,4,34
810,4,37
811,4,37
812,4,36
813,4,29
814,4,44
815,4,32
816,4,31
817,4,35
818,4,36
819,4,30
820,4,30
821,4,34
822,4,22
823,4,32
824,5,39
825,4,44
826,4,33
827,4,40
828,4,33
829,4,38
830,5,33
831,4,42
832,4,36
833,5,33
834,4,25
835,4,37
836,5,43
837,4,43
838,4,28
839,5,44
840,4,32
841,4,33
842,5,32
843,4,38
844,5,39
845,4,44
846,5,34
847,4,41
848,5,46
849,4,35
850,5,35
851,4,32
852,5,33
853,4,43
854,5,49
855,5,35
856,4,39
857,5,40
858,5,37
859,4,42
860,5,39
861,5,33
862,5,38
863,4,54
864,5,34
865,5,41
866,5,33
867,5,47
868,4,55
869,5,59
870,5,30
871,5,44
872,5,31
873,5,46
874,5,38
875,5,42
876,5,42
877,5,37
878,5,44
879,5,34
880,5,46
881,5,49
882,5,47
883,5,38
884,6,43
885,5,56
886,5,36
887,5,45
888,5,52
889,5,45
890,6,36
891,5,42
892,5,43
893,5,49
894,6,41
895,5,41
896,5,39
897,6,43
898,5,55
899,5,42
900,6,44
901,5,44
902,6,46
903,5,34
904,6,41
905,5,35
906,5,41
907,6,57
908,6,54
909,5,47
910,6,53
911,5,51
912,6,52
913,6,43
914,5,49
915,6,51
916,6,41
917,5,60
918,6,53
919,6,51
920,5,52
921,6,37
922,6,43
923,6,56
924,6,45
925,6,53
926,5,46
927,6,42
928,6,60
929,6,45
930,6,39
931,6,59
932,6,52
933,6,50
934,6,53
935,6,55
936,6,54
937,6,56
938,6,54
939,7,55
940,6,52
941,6,56
942,6,46
943,6,32
944,7,37
945,6,50
946,6,64
947,6,46
948,7,56
949,6,53
950,6,55
951,7,60
952,6,56
953,6,44
954,7,47
955,6,49
956,7,49
957,6,51
958,7,52
959,6,49
960,7,55
961,6,43
962,7,45
963,7,58
964,6,48
965,7,58
966,7,51
967,6,51
968,7,63
969,7,48
970,7,55
971,6,57
972,7,49
973,7,48
974,7,50
975,7,65
976,7,63
977,6,53
978,7,64
979,7,63
980,7,51
981,7,66
982,7,63
983,7,65
984,7,69
985,8,67
986,7,45
987,7,59
988,7,56
989,7,88
990,7,54
991,8,48
992,7,57
993,7,61
994,7,62
995,8,57
996,7,64
997,7,63
998,8,70
999,7,62
1000,7,56
1001,8,65
1002,7,64
1003,8,47
1004,7,56
1005,8,63
1006,7,51
1007,8,70
1008,8,58
1009,7,69
1010,8,62
1011,8,61
1012,7,64
1013,8,66
1014,8,61
1015,7,68
1016,8,60
1017,8,74
1018,8,61
1019,8,81
1020,8,85
1021,7,63
1022,8,57
1023,8,68
1024,8,72
1025,8,59
1026,8,58
1027,8,78
1028,8,81
1029,8,93
1030,8,63
1031,8,66
1032,9,63
1033,8,76
1034,8,54
1035,8,70
1036,8,72
1037,9,76
1038,8,68
1039,8,75
1040,9,60
1041,8,82
1042,8,60
1043,9,68
1044,8,77
1045,8,62
1046,9,64
1047,8,77
1048,9,74
1049,8,62
1050,9,68
1051,9,68
1052,8,79
1053,9,65
1054,9,81
1055,8,57
1056,9,64
1057,9,84
1058,9,84
1059,8,69
1060,9,67
1061,9,90
1062,9,63
1063,9,77
1064,9,63
1065,9,72
1066,9,77
1067,9,87
1068,9,59
1069,9,85
1070,9,80
1071,9,75
1072,9,96
1073,9,73
1074,9,81
1075,10,71
1076,9,83
1077,9,67
1078,9,77
1079,10,59
1080,9,87
1081,9,81
1082,10,61
1083,9,104
1084,9,89
1085,10,66
1086,9,86
1087,10,72
1088,9,76
1089,10,91
1090,9,68
1091,10,81
1092,10,84
1093,9,86
1094,10,77
1095,10,81
1096,10,98
1097,9,84
1098,10,97
1099,10,72
1100,10,94
1101,10,100
1102,10,91
1103,9,80
1104,10,76
1105,10,91
1106,10,71
1107,10,78
1108,10,72
1109,11,84
1110,10,72
1111,10,99
1112,10,92
1113,10,100
1114,10,99
1115,11,67
1116,10,90
1117,10,87
1118,11,87
1119,10,100
1120,10,93
1121,11,101
1122,10,87
1123,11,83
1124,10,109
1125,11,102
1126,10,85
1127,11,92
1128,10,103
1129,11,82
1130,11,102
1131,10,62
1132,11,102
1133,11,89
1134,11,93
1135,11,81
1136,10,86
1137,11,81
1138,11,80
1139,11,104
1140,11,96
1141,11,109
1142,11,104
1143,11,90
1144,11,102
1145,11,104
1146,11,98
1147,12,92
1148,11,98
1149,11,96
1150,11,110
1151,12,102
1152,11,101
1153,11,103
1154,11,90
1155,12,104
1156,11,110
1157,12,111
1158,11,101
1159,12,111
1160,11,102
1161,12,92
1162,12,101
1163,11,81
1164,12,105
1165,12,102
1166,11,111
1167,12,103
1168,12,109
1169,12,113
1170,12,94
1171,11,98
1172,12,92
1173,12,91
1174,12,96
1175,12,102
1176,12,101
1177,12,91
1178,12,104
1179,13,119
1180,12,107
1181,12,112
1182,12,108
1183,12,83
1184,13,99
1185,12,129
1186,12,99
1187,13,110
1188,12,123
1189,13,111
1190,12,88
1191,13,108
1192,12,110
1193,13,103
1194,12,103
1195,13,120
1196,13,72
1197,12,115
1198,13,110
1199,13,120
1200,13,110
1201,13,102
1202,12,107
1203,13,111
1204,13,114
1205,13,113
1206,13,106
1207,13,99
1208,13,118
1209,13,113
1210,14,120
1211,13,109
1212,13,95
1213,13,128
1214,13,104
1215,14,104
1216,13,110
1217,13,105
1218,14,114
1219,13,103
1220,13,115
1221,14,110
1222,13,97
1223,14,116
1224,14,110
1225,13,135
1226,14,128
1227,13,134
1228,14,110
1229,14,109
1230,14,128
1231,13,119
1232,14,126
1233,14,118
1234,14,127
1235,14,98
1236,14,126
1237,14,124
1238,14,132
1239,14,107
1240,14,129
1241,14,103
1242,14,132
1243,15,127
1244,14,125
1245,14,116
1246,14,110
1247,15,102
1248,14,133
1249,15,131
1250,14,117
1251,14,143
1252,15,119
1253,15,126
1254,14,118
1255,15,121
1256,14,113
1257,15,120
1258,15,132
1259,15,126
1260,14,130
1261,15,110
1262,15,125
1263,15,113
1264,15,129
1265,15,111
1266,15,124
1267,15,127
1268,15,147
1269,15,117
1270,15,117
1271,16,114
1272,15,131
1273,15,135
1274,15,130
1275,16,135
1276,15,124
1277,16,118
1278,15,134
1279,15,133
1280,16,134
1281,15,135
1282,16,122
1283,16,117
1284,15,149
1285,16,128
1286,16,116
1287,15,124
1288,16,123
1289,16,134
1290,16,136
1291,16,161
1292,16,150
1293,16,113
1294,16,142
1295,16,123
1296,16,136
1297,16,135
1298,16,145
1299,17,143
1300,16,134
1301,16,146
1302,17,135
1303,16,140
1304,16,145
1305,17,137
1306,16,130
1307,17,116
1308,17,130
1309,16,141
1310,17,144
1311,17,159
1312,16,143
1313,17,120
1314,17,134
1315,17,137
1316,17,149
1317,17,146
1318,16,139
1319,17,139
1320,17,140
1321,18,137
1322,17,129
1323,17,171
1324,17,146
1325,17,156
1326,17,137
1327,18,148
1328,17,138
1329,17,144
1330,18,155
1331,17,149
1332,18,164
1333,17,139
1334,18,151
1335,17,147
1336,18,141
1337,18,145
1338,17,127
1339,18,146
1340,18,138
1341,18,128
1342,18,156
1343,18,130
1344,18,136
1345,18,146
1346,18,168
1347,18,168
1348,18,153
1349,18,138
1350,18,127
1351,19,149
1352,18,168
1353,18,177
1354,19,149
1355,18,172
1356,18,156
1357,19,158
1358,18,150
1359,18,171
1360,19,147
1361,18,153
1362,19,148
1363,19,165
1364,19,159
1365,18,160
1366,19,168
1367,19,181
1368,19,160
1369,19,141
1370,19,156
1371,19,152
1372,20,172
1373,19,153
1374,19,160
1375,19,180
1376,19,174
1377,20,157
1378,19,157
1379,20,159
1380,19,167
1381,20,165
1382,19,161
1383,20,174
1384,19,175
1385,20,165
1386,20,159
1387,19,174
1388,20,152
1389,20,184
1390,20,173
1391,20,200
1392,20,193
1393,20,162
1394,20,178
1395,20,174
1396,20,156
1397,20,158
1398,21,170
1399,20,189
1400,20,167
1401,20,156
1402,20,205
1403,20,164
1404,21,159
1405,20,172
1406,21,171
1407,21,156
1408,20,180
1409,21,176
1410,21,166
1411,21,175
1412,20,182
1413,21,181
1414,21,182
1415,21,182
1416,21,159
1417,21,181
1418,21,156
1419,22,150
1420,21,186
1421,21,181
1422,21,196
1423,22,212
1424,21,182
1425,21,193
1426,22,195
1427,21,162
1428,22,175
1429,22,162
1430,21,172
1431,22,174
1432,22,184
1433,21,171
1434,22,204
1435,22,171
1436,22,201
1437,22,201
1438,22,205
1439,22,171
1440,22,205
1441,22,213
1442,23,217
1443,22,194
1444,22,195
1445,22,182
1446,23,197
1447,22,178
1448,23,190
1449,22,181
1450,23,208
1451,22,193
1452,23,189
1453,23,189
1454,23,180
1455,22,189
1456,23,174
1457,23,215
1458,23,213
1459,23,199
1460,23,188
1461,23,204
1462,23,182
1463,23,201
1464,23,201
1465,24,178
1466,23,175
1467,23,177
1468,24,214
1469,23,208
1470,24,191
1471,23,192
1472,24,197
1473,23,206
1474,24,214
1475,24,193
1476,23,214
1477,24,196
1478,24,192
1479,24,207
1480,24,204
1481,24,201
1482,24,191
1483,24,200
1484,24,207
1485,24,204
1486,25,177
1487,24,203
1488,24,206
1489,25,230
1490,24,182
1491,24,217
1492,25,246
1493,25,198
1494,24,200
1495,25,209
1496,25,209
1497,24,202
1498,25,225
1499,25,218
1500,25,194
1501,25,219
1502,25,204
1503,25,200
1504,25,203
1505,25,196
1506,26,235
1507,25,198
1508,25,182
1509,26,270
1510,25,200
1511,26,195
1512,25,214
1513,26,212
1514,26,222
1515,25,227
1516,26,210
1517,26,221
1518,26,201
1519,26,227
1520,26,209
1521,26,223
1522,26,232
1523,26,203
1524,26,190
1525,26,238
1526,27,224
1527,26,217
1528,26,219
1529,27,227
1530,26,214
1531,27,235
1532,26,235
1533,27,223
1534,27,233
1535,27,191
1536,26,212
1537,27,234
1538,27,213
1539,27,228
1540,27,238
1541,27,250
1542,27,228
1543,28,223
1544,27,237
1545,27,229
1546,27,246
1547,28,245
1548,27,231
1549,28,267
1550,27,215
1551,28,241
1552,28,222
1553,27,225
1554,28,205
1555,28,231
1556,28,220
1557,28,248
1558,28,235
1559,28,227
1560,28,229
1561,28,214
1562,28,230
1563,28,258
1564,29,223
1565,28,221
1566,28,255
1567,29,233
1568,28,244
1569,29,251
1570,28,230
1571,29,262
1572,29,254
1573,28,233
1574,29,231
1575,29,246
1576,29,214
1577,29,212
1578,29,241
1579,29,240
1580,29,247
1581,30,274
1582,29,227
1583,29,247
1584,30,238
1585,29,242
1586,29,246
1587,30,272
1588,29,235
1589,30,245
1590,30,255
1591,30,251
1592,29,237
1593,30,254
1594,30,289
1595,30,248
1596,30,266
1597,30,262
1598,31,247
1599,30,251
1600,30,282
1601,30,259
1602,31,239
1603,30,257
1604,31,240
1605,30,266
1606,31,260
1607,30,260
1608,31,254
1609,31,307
1610,31,268
1611,31,262
1612,31,270
1613,31,248
1614,31,250
1615,31,260
1616,31,262
1617,32,257
1618,31,302
1619,31,260
1620,32,260
1621,31,240
1622,31,260
1623,32,244
1624,32,233
1625,31,264
1626,32,285
1627,32,263
1628,32,251
1629,32,264
1630,32,270
1631,32,263
1632,32,288
1633,32,261
1634,33,261
1635,32,270
1636,32,300
1637,33,291
1638,32,299
1639,33,295
1640,32,273
1641,33,266
1642,33,287
1643,32,276
1644,33,276
1645,33,305
1646,33,285
1647,33,304
1648,33,259
1649,33,305
1650,34,271
1651,33,287
1652,33,277
1653,34,270
1654,33,310
1655,34,267
1656,33,304
1657,34,283
1658,34,264
1659,33,258
1660,34,309
1661,34,272
1662,34,292
1663,34,293
1664,34,299
1665,34,251
1666,35,290
1667,34,295
1668,34,317
1669,35,303
1670,34,294
1671,35,270
1672,34,249
1673,35,278
1674,35,307
1675,34,296
1676,35,309
1677,35,294
1678,35,307
1679,35,300
1680,35,294
1681,35,320
1682,36,264
1683,35,278
1684,35,322
1685,36,296
1686,35,321
1687,36,273
1688,35,290
1689,36,311
1690,36,318
1691,35,299
1692,36,298
1693,36,293
1694,36,310
1695,36,320
1696,36,283
1697,36,276
1698,37,334
1699,36,330
1700,36,275
1701,36,308
1702,37,314
1703,36,296
1704,37,324
1705,36,321
1706,37,304
1707,37,338
1708,37,300
1709,37,271
1710,37,302
1711,37,320
1712,37,325
1713,37,320
1714,37,327
1715,37,360
1716,38,295
1717,37,284
1718,38,300
1719,37,323
1720,38,284
1721,38,334
1722,37,324
1723,38,325
1724,38,340
1725,38,296
1726,38,326
1727,38,329
1728,38,344
1729,38,331
1730,39,341
1731,38,332
1732,38,305
1733,39,321
1734,38,307
1735,39,335
1736,38,304
1737,39,334
1738,39,341
1739,39,308
1740,39,382
1741,39,314
1742,39,355
1743,39,362
1744,39,320
1745,39,313
1746,40,333
1747,39,328
1748,39,319
1749,40,334
1750,39,360
1751,40,352
1752,40,353
1753,40,306
1754,39,376
1755,40,345
1756,40,317
1757,40,333
1758,41,324
1759,40,327
1760,40,336
1761,40,352
1762,41,336
1763,40,336
1764,41,347
1765,40,333
1766,41,330
1767,41,346
1768,41,340
1769,40,335
1770,41,350
1771,41,300
1772,41,375
1773,42,356
1774,41,365
1775,41,348
1776,42,330
1777,41,343
1778,42,322
1779,41,336
1780,42,369
1781,42,320
1782,42,371
1783,42,372
1784,42,332
1785,42,342
1786,42,380
1787,42,342
1788,42,322
1789,43,370
1790,42,320
1791,43,374
1792,42,373
1793,43,344
1794,42,375
1795,43,352
1796,43,370
1797,43,350
1798,43,362
1799,43,339
1800,43,377
1801,43,343
1802,43,364
1803,43,377
1804,44,387
1805,43,342
1806,44,362
1807,43,357
1808,44,347
1809,44,397
1810,44,361
1811,43,373
1812,44,373
1813,44,349
1814,44,340
1815,45,394
1816,44,366
1817,44,347
1818,45,351
1819,44,353
1820,45,383
1821,44,380
1822,45,371
1823,45,388
1824,45,376
1825,45,364
1826,45,363
1827,45,369
1828,45,376
1829,45,383
1830,46,412
1831,45,387
1832,45,386
1833,46,385
1834,45,389
1835,46,375
1836,46,397
1837,46,368
1838,45,411
1839,46,364
1840,46,399
1841,46,360
1842,47,386
1843,46,353
1844,46,397
1845,47,356
1846,46,379
1847,47,374
1848,46,418
1849,47,394
1850,47,413
1851,46,399
1852,47,409
1853,47,368
1854,47,411
1855,48,373
1856,47,398
1857,47,393
1858,47,441
1859,48,382
1860,47,403
1861,48,351
1862,48,409
1863,48,387
1864,47,391
1865,48,402
1866,48,401
1867,48,392
1868,49,398
1869,48,398
1870,48,455
1871,49,415
1872,48,451
1873,49,403
1874,49,402
1875,48,382
1876,49,382
1877,49,425
1878,49,386
1879,49,389
1880,49,446
1881,50,433
1882,49,410
1883,49,423
1884,50,446
1885,50,423
1886,49,411
1887,50,392
1888,50,397
1889,50,441
1890,50,474
1891,50,411
1892,50,427
1893,50,408
1894,50,421
1895,50,409
1896,51,435
1897,50,445
1898,50,432
1899,51,408
1900,51,427
1901,50,429
1902,51,447
1903,51,403
1904,51,398
1905,51,456
1906,51,435
1907,52,452
1908,51,423
1909,51,447
1910,52,453
1911,51,428
1912,52,446
1913,52,418
1914,51,417
1915,52,468
1916,52,421
1917,52,404
1918,52,420
1919,53,468
1920,52,475
1921,53,442
1922,52,475
1923,53,461
1924,52,381
1925,53,498
1926,53,460
1927,53,450
1928,53,456
1929,53,412
1930,53,470
1931,54,434
1932,53,442
1933,53,462
1934,54,425
1935,54,495
1936,53,465
1937,54,457
1938,54,502
1939,54,474
1940,54,461
1941,54,458
1942,54,456
1943,54,446
1944,55,469
1945,54,460
1946,55,437
1947,54,387
1948,55,489
1949,55,450
1950,55,454
1951,54,444
1952,55,473
1953,55,449
1954,56,451
1955,55,465
1956,55,476
1957,55,502
1958,56,491
1959,55,438
1960,56,475
1961,56,466
1962,55,476
1963,56,459
1964,56,488
1965,56,486
1966,56,470
1967,56,440
1968,56,466
1969,56,458
1970,57,458
1971,56,440
1972,57,476
1973,56,508
1974,57,494
1975,57,494
1976,57,464
1977,57,485
1978,57,496
1979,58,472
1980,57,523
1981,57,482
1982,58,504
1983,57,472
1984,58,489
1985,58,519
1986,58,520
1987,58,522
1988,58,518
1989,58,462
1990,59,507
1991,58,464
1992,59,510
1993,58,502
1994,59,484
1995,59,464
1996,58,501
1997,59,468
1998,59,491
1999,59,541
2000,60,515
2001,59,481
2002,59,495
2003,60,499
2004,59,526
2005,60,446
2006,60,516
2007,59,483
2008,60,502
2009,60,501
2010,60,497
2011,60,478
2012,61,499
2013,60,503
2014,61,515
2015,60,504
2016,61,487
2017,60,487
2018,61,531
2019,61,531
2020,61,530
2021,61,531
2022,61,536
2023,61,465
2024,61,501
2025,61,523
2026,62,537
2027,61,523
2028,62,529
2029,62,506
2030,61,537
2031,62,529
2032,62,510
2033,62,525
2034,62,561
2035,63,528
2036,62,569
2037,62,511
2038,63,534
2039,63,532
2040,62,533
2041,63,515
2042,63,555
2043,63,538
2044,63,553
2045,64,548
2046,63,575
2047,63,515
2048,64,512
2049,64,523
2050,63,530
2051,64,531
2052,64,529
2053,64,504
2054,64,555
2055,65,530
2056,64,551
2057,64,561
2058,65,532
2059,64,525
2060,65,577
2061,64,548
2062,65,558
2063,65,603
2064,65,569
2065,65,492
2066,65,559
2067,65,563
2068,66,597
2069,65,588
2070,66,552
2071,65,570
2072,66,592
2073,66,565
2074,66,540
2075,66,518
2076,66,565
2077,66,517
2078,66,590
2079,67,532
2080,66,628
2081,67,562
2082,66,560
2083,67,540
2084,67,571
2085,67,567
2086,67,607
2087,67,579
2088,67,580
2089,68,570
2090,68,578
2091,67,596
2092,68,574
2093,68,568
2094,68,545
2095,68,540
2096,68,563
2097,68,610
2098,68,569
2099,69,529
2100,68,570
2101,69,613
2102,69,563
2103,69,599
2104,68,575
2105,69,587
2106,70,630
2107,69,576
2108,69,619
2109,70,575
2110,69,572
2111,70,604
2112,69,573
2113,70,606
2114,70,607
2115,70,584
2116,70,520
2117,71,563
2118,70,631
2119,70,600
2120,70,556
2121,71,569
2122,70,567
2123,71,575
2124,71,551
2125,71,646
2126,71,623
2127,71,594
2128,71,608
2129,71,576
2130,72,601
2131,71,612
2132,72,582
2133,71,546
2134,72,604
2135,72,588
2136,72,592
